"4","9","is hydroxychloroquine effective for covid","60","Germany","60","Germany","954","Hessen","4","35-44","0","NO","OnePlus 6S","High school graduate or GED (includes technical/vocational training that doesn’t towards college credit)","5","5","Social Media","1","Is hydroxychloroquine beneficial for COVID-19 patients? | Cell ...","Jul 8, 2020 -  The outbreak of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was first&nbsp;...  by X Li  - ‎2020  - ‎Cited by 7 ","Jul 8, 2020","https://www.nature.com/articles/s41419-020-2721-8","nature.com","Germany","Heppenheim","81","72.44","71.56"
"4","9","is hydroxychloroquine effective for covid","60","Germany","60","Germany","954","Hessen","4","35-44","0","NO","OnePlus 6S","High school graduate or GED (includes technical/vocational training that doesn’t towards college credit)","5","5","Social Media","2","An Update: Is hydroxychloroquine effective for COVID-19?","Sep 22, 2020 -  Hydroxychloroquine, an FDA-approved prescription drug used for malaria, rheumatoid arthritis and lupus erythematosus, has been suggested as&nbsp;...  ","Sep 22, 2020","https://www.drugs.com/medical-answers/hydroxychloroquine-effective-covid-19-3536024/","drugs.com","Germany","Heppenheim","77","72.44","71.56"
"4","9","is hydroxychloroquine effective for covid","60","Germany","60","Germany","954","Hessen","4","35-44","0","NO","OnePlus 6S","High school graduate or GED (includes technical/vocational training that doesn’t towards college credit)","5","5","Social Media","3","Effectiveness of hydroxychloroquine in COVID-19 disease: A ...","Arshad et al. show evidence for reduced mortality in COVID-19 patients taking hydroxychloroquine alone or with azithromycin in an observational study in the&nbsp;...  by AA Monforte  - ‎2020  - ‎Cited by 3 ","","https://www.ijidonline.com/article/S1201-9712(20)30600-7/fulltext","ijidonline.com","Germany","Heppenheim","51","72.44","71.56"
"4","9","is hydroxychloroquine effective for covid","60","Germany","60","Germany","954","Hessen","4","35-44","0","NO","OnePlus 6S","High school graduate or GED (includes technical/vocational training that doesn’t towards college credit)","5","5","Social Media","4","Coronavirus and hydroxychloroquine: What do we know? - BBC","There are studies looking at using these drugs for Covid-19 - but are they safe and do they work?  ","","https://www.bbc.com/news/51980731","bbc.com","Germany","Heppenheim","81","72.44","71.56"
"4","9","is hydroxychloroquine effective for covid","60","Germany","60","Germany","954","Hessen","4","35-44","0","NO","OnePlus 6S","High school graduate or GED (includes technical/vocational training that doesn’t towards college credit)","5","5","Social Media","5","Hydroxychloroquine and COVID-19 - NPS MedicineWise","Hydroxychloroquine has been suggested for the prevention and treatment of COVID-19. NPS MedicineWise examines emerging evidence and current&nbsp;...  ","","https://www.nps.org.au/hcq-and-covid-19","nps.org.au","Germany","Heppenheim","60","72.44","71.56"
"4","9","is hydroxychloroquine effective for covid","60","Germany","60","Germany","954","Hessen","4","35-44","0","NO","OnePlus 6S","High school graduate or GED (includes technical/vocational training that doesn’t towards college credit)","5","5","Social Media","6","Coronavirus disease (COVID-19) advice for the public: Mythbusters"," ","","https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters#:~:text=COVID%2D19%20is%20caused,for%20prevention%20or%20treatment.","who.int","Germany","Heppenheim","83","72.44","71.56"
"4","9","is hydroxychloroquine effective for covid","60","Germany","60","Germany","954","Hessen","4","35-44","0","NO","OnePlus 6S","High school graduate or GED (includes technical/vocational training that doesn’t towards college credit)","5","5","Social Media","7","Q&A: Older people and COVID-19"," ","","https://www.who.int/news-room/q-a-detail/q-a-on-on-covid-19-for-older-people#:~:text=While%20some%20western%2C%20traditional,research%20results%20become%20available.","who.int","Germany","Heppenheim","83","72.44","71.56"
"4","9","is hydroxychloroquine effective for covid","60","Germany","60","Germany","954","Hessen","4","35-44","0","NO","OnePlus 6S","High school graduate or GED (includes technical/vocational training that doesn’t towards college credit)","5","5","Social Media","8","Off-label use of medicines for COVID-19"," ","","https://www.who.int/news-room/commentaries/detail/off-label-use-of-medicines-for-covid-19#:~:text=The%20use%20of%20licensed%20medicines,diseases%20should%20be%20avoided.","who.int","Germany","Heppenheim","83","72.44","71.56"
"4","9","is hydroxychloroquine effective for covid","60","Germany","60","Germany","954","Hessen","4","35-44","0","NO","OnePlus 6S","High school graduate or GED (includes technical/vocational training that doesn’t towards college credit)","5","5","Social Media","9","Coronavirus disease 2019 (COVID-19) Situation Report – 36"," ","","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200225-sitrep-36-covid-19.pdf#:~:text=Although%20for%20most%20people%20COVID,to%20be%20more%20vulnerable.","who.int","Germany","Heppenheim","83","72.44","71.56"
"4","9","is hydroxychloroquine effective for covid","60","Germany","60","Germany","954","Hessen","4","35-44","0","NO","OnePlus 6S","High school graduate or GED (includes technical/vocational training that doesn’t towards college credit)","5","5","Social Media","10","Coronavirus disease (COVID-19) advice for the public: Mythbusters"," ","","https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters#:~:text=COVID%2D19%20is%20caused,for%20prevention%20or%20treatment.","who.int","Germany","Heppenheim","83","72.44","71.56"
